timestamp,temperature,humidity
2025-09-25 10:20:29,29.0,38.0
2025-09-25 10:20:40,27.0,41.0
2025-09-25 10:20:50,27.0,41.0
2025-09-25 10:21:01,27.0,41.0
2025-09-25 10:21:11,27.0,41.0
2025-09-25 10:21:22,27.0,41.0
2025-09-25 10:21:32,27.0,41.0
2025-09-25 10:21:43,27.0,41.0
2025-09-25 10:21:53,27.0,40.0
2025-09-25 10:22:04,27.0,40.0
2025-09-25 10:22:14,27.0,41.0
2025-09-25 10:22:25,27.0,41.0
2025-09-25 10:22:36,27.0,41.0
2025-09-25 10:22:46,27.0,41.0
2025-09-25 10:22:57,27.0,41.0
2025-09-25 10:23:10,27.0,41.0
2025-09-25 10:23:20,27.0,41.0
2025-09-25 10:23:31,27.0,41.0
2025-09-25 10:23:41,27.0,41.0
2025-09-25 10:23:54,27.0,41.0
2025-09-25 10:24:07,27.0,40.0
2025-09-25 10:24:18,27.0,41.0
2025-09-25 10:24:28,27.0,41.0
2025-09-25 10:24:39,27.0,41.0
2025-09-25 10:24:50,27.0,41.0
2025-09-25 10:25:03,27.0,41.0
2025-09-25 10:25:13,27.0,41.0
2025-09-25 10:25:24,27.0,41.0
2025-09-25 10:25:37,27.0,41.0
2025-09-25 10:25:47,27.0,41.0
2025-09-25 10:25:58,27.0,41.0
2025-09-25 10:26:08,27.0,41.0
2025-09-25 10:26:21,27.0,40.0
2025-09-25 10:26:32,27.0,40.0
2025-09-25 10:26:42,27.0,40.0
2025-09-25 10:26:53,27.0,40.0
2025-09-25 10:27:03,27.0,40.0
2025-09-25 10:27:17,27.0,40.0
2025-09-25 10:27:27,27.0,40.0
2025-09-25 10:27:38,27.0,40.0
2025-09-25 10:27:51,27.0,40.0
2025-09-25 10:28:01,27.0,41.0
2025-09-25 10:28:12,27.0,40.0
2025-09-25 10:28:25,27.0,40.0
2025-09-25 10:28:35,27.0,41.0
2025-09-25 10:28:46,27.0,40.0
2025-09-25 10:28:56,27.0,41.0
2025-09-25 10:29:09,27.0,40.0
2025-09-25 10:29:20,27.0,40.0
2025-09-25 10:29:30,27.0,40.0
2025-09-25 10:29:41,27.0,40.0
2025-09-25 10:29:54,27.0,40.0
2025-09-25 10:30:05,27.0,40.0
2025-09-25 10:30:15,27.0,40.0
2025-09-25 10:30:26,27.0,40.0
2025-09-25 10:30:36,27.0,40.0
2025-09-25 10:30:52,27.0,40.0
2025-09-25 10:31:02,27.0,40.0
2025-09-25 10:31:13,27.0,40.0
2025-09-25 10:31:23,27.0,40.0
2025-09-25 10:31:34,27.0,40.0
2025-09-25 10:31:47,27.0,40.0
2025-09-25 10:31:57,27.0,40.0
2025-09-25 10:32:11,27.0,40.0
2025-09-25 10:32:21,27.0,40.0
2025-09-25 10:32:32,27.0,40.0
2025-09-25 10:32:42,27.0,40.0
2025-09-25 10:32:53,27.0,40.0
2025-09-25 10:33:06,27.0,40.0
2025-09-25 10:33:16,27.0,40.0
2025-09-25 10:33:27,27.0,40.0
2025-09-25 10:33:37,27.0,40.0
2025-09-25 10:33:48,27.0,40.0
2025-09-25 10:33:58,27.0,40.0
2025-09-25 10:34:09,27.0,40.0
2025-09-25 10:34:19,27.0,41.0
2025-09-25 10:34:30,27.0,41.0
2025-09-25 10:34:40,27.0,40.0
2025-09-25 10:34:51,27.0,40.0
2025-09-25 10:35:02,27.0,41.0
2025-09-25 10:35:12,27.0,41.0
2025-09-25 10:35:23,27.0,41.0
2025-09-25 10:35:33,27.0,41.0
2025-09-25 10:35:44,27.0,41.0
2025-09-25 10:35:54,27.0,41.0
2025-09-25 10:36:05,27.0,41.0
2025-09-25 10:36:15,27.0,41.0
2025-09-25 10:36:26,27.0,41.0
2025-09-25 10:36:36,27.0,41.0
2025-09-25 10:36:47,27.0,41.0
2025-09-25 10:37:00,27.0,40.0
2025-09-25 10:37:13,27.0,40.0
2025-09-25 10:37:24,27.0,41.0
2025-09-25 10:37:34,27.0,41.0
2025-09-25 10:37:45,27.0,41.0
2025-09-25 10:37:55,27.0,41.0
2025-09-25 10:38:06,27.0,41.0
2025-09-25 10:38:19,27.0,40.0
2025-09-25 10:38:29,27.0,40.0
2025-09-25 10:38:40,27.0,40.0
2025-09-25 10:38:50,27.0,40.0
2025-09-25 10:39:01,27.0,40.0
2025-09-25 10:39:11,27.0,40.0
2025-09-25 10:39:22,27.0,40.0
2025-09-25 10:39:32,27.0,40.0
2025-09-25 10:39:43,27.0,40.0
2025-09-25 10:39:53,27.0,40.0
2025-09-25 10:40:04,27.0,40.0
2025-09-25 10:40:15,27.0,40.0
2025-09-25 10:40:25,27.0,40.0
2025-09-25 10:40:36,27.0,40.0
2025-09-25 10:40:46,27.0,40.0
2025-09-25 10:40:57,27.0,40.0
2025-09-25 10:41:10,27.0,40.0
2025-09-25 10:41:20,27.0,40.0
2025-09-25 10:41:33,27.0,40.0
2025-09-25 10:41:44,27.0,40.0
2025-09-25 10:41:54,27.0,40.0
2025-09-25 10:42:05,27.0,40.0
2025-09-25 10:42:15,27.0,40.0
2025-09-25 10:42:26,27.0,40.0
2025-09-25 10:42:36,27.0,40.0
2025-09-25 10:42:47,27.0,40.0
2025-09-25 10:42:58,27.0,40.0
2025-09-25 10:43:08,27.0,40.0
2025-09-25 10:43:19,27.0,40.0
2025-09-25 10:43:29,27.0,40.0
2025-09-25 10:43:40,27.0,41.0
2025-09-25 10:43:53,27.0,41.0
2025-09-25 10:44:06,27.0,40.0
2025-09-25 10:44:19,27.0,40.0
2025-09-25 10:44:29,27.0,40.0
2025-09-25 10:44:40,27.0,41.0
2025-09-25 10:44:53,27.0,40.0
2025-09-25 10:45:04,27.0,41.0
2025-09-25 10:45:14,27.0,40.0
2025-09-25 10:45:25,27.0,41.0
2025-09-25 10:45:38,27.0,41.0
2025-09-25 10:45:48,27.0,41.0
2025-09-25 10:45:59,27.0,41.0
2025-09-25 10:46:14,27.0,41.0
2025-09-25 10:46:25,27.0,41.0
2025-09-25 10:46:35,27.0,41.0
2025-09-25 10:46:46,27.0,41.0
2025-09-25 10:46:56,27.0,41.0
2025-09-25 10:47:09,27.0,41.0
2025-09-25 10:47:20,27.0,41.0
2025-09-25 10:47:33,27.0,41.0
2025-09-25 10:47:44,27.0,41.0
2025-09-25 10:47:54,27.0,41.0
2025-09-25 10:48:05,27.0,41.0
2025-09-25 10:48:20,27.0,41.0
2025-09-25 10:48:31,27.0,41.0
2025-09-25 10:48:41,27.0,41.0
2025-09-25 10:48:52,27.0,41.0
2025-09-25 10:49:02,27.0,41.0
2025-09-25 10:49:13,27.0,41.0
2025-09-25 10:49:23,27.0,41.0
2025-09-25 10:49:34,27.0,41.0
2025-09-25 10:49:44,27.0,41.0
2025-09-25 10:49:55,27.0,41.0
2025-09-25 10:50:06,27.0,41.0
2025-09-25 10:50:16,27.0,41.0
2025-09-25 10:50:29,27.0,41.0
2025-09-25 10:50:40,27.0,41.0
2025-09-25 10:50:50,27.0,41.0
2025-09-25 10:51:01,27.0,41.0
2025-09-25 10:51:11,27.0,41.0
2025-09-25 10:51:29,27.0,41.0
2025-09-25 10:51:42,27.0,41.0
2025-09-25 10:51:53,27.0,41.0
2025-09-25 10:52:03,27.0,40.0
2025-09-25 10:52:14,27.0,41.0
2025-09-25 10:52:25,27.0,41.0
2025-09-25 10:52:35,27.0,41.0
2025-09-25 10:52:46,27.0,41.0
2025-09-25 10:52:56,27.0,41.0
2025-09-25 10:53:07,27.0,41.0
2025-09-25 10:53:17,27.0,41.0
2025-09-25 10:53:30,27.0,41.0
2025-09-25 10:53:41,27.0,41.0
2025-09-25 10:53:51,27.0,41.0
2025-09-25 10:54:02,27.0,41.0
2025-09-25 10:54:12,27.0,41.0
2025-09-25 10:54:23,27.0,41.0
2025-09-25 10:54:33,27.0,41.0
2025-09-25 10:54:44,27.0,41.0
2025-09-25 10:54:55,27.0,41.0
2025-09-25 10:55:05,27.0,41.0
2025-09-25 10:55:16,27.0,41.0
2025-09-25 10:55:26,27.0,41.0
2025-09-25 10:55:37,27.0,41.0
2025-09-25 10:55:47,27.0,41.0
2025-09-25 10:55:58,27.0,41.0
2025-09-25 10:56:08,27.0,41.0
2025-09-25 10:56:19,27.0,41.0
2025-09-25 10:56:29,27.0,41.0
2025-09-25 10:56:40,27.0,41.0
2025-09-25 10:56:50,27.0,41.0
2025-09-25 10:57:01,27.0,41.0
2025-09-25 10:57:11,27.0,41.0
2025-09-25 10:57:22,27.0,41.0
2025-09-25 10:57:32,27.0,41.0
2025-09-25 10:57:43,27.0,41.0
2025-09-25 10:57:56,27.0,41.0
2025-09-25 10:58:09,27.0,41.0
2025-09-25 10:58:20,27.0,41.0
2025-09-25 10:58:30,27.0,41.0
2025-09-25 10:58:41,27.0,41.0
2025-09-25 10:58:51,27.0,41.0
