timestamp,temperature,humidity
2025-09-26 14:21:49,29.0,43.0
2025-09-26 14:22:00,29.0,42.0
2025-09-26 14:22:10,29.0,42.0
2025-09-26 14:22:21,29.0,42.0
2025-09-26 14:22:31,29.0,42.0
2025-09-26 14:22:42,29.0,42.0
2025-09-26 14:22:52,29.0,42.0
2025-09-26 14:23:03,29.0,42.0
2025-09-26 14:23:13,29.0,42.0
2025-09-26 14:23:29,29.0,42.0
2025-09-26 14:23:39,29.0,42.0
2025-09-26 14:23:50,29.0,42.0
2025-09-26 14:24:03,29.0,42.0
2025-09-26 14:24:14,29.0,42.0
2025-09-26 14:24:24,29.0,42.0
2025-09-26 14:24:35,29.0,42.0
2025-09-26 14:24:45,29.0,42.0
2025-09-26 14:24:56,29.0,42.0
2025-09-26 14:25:06,29.0,42.0
2025-09-26 14:25:17,29.0,42.0
2025-09-26 14:25:32,29.0,42.0
2025-09-26 14:25:43,29.0,42.0
2025-09-26 14:25:53,29.0,42.0
2025-09-26 14:26:04,29.0,42.0
2025-09-26 14:26:14,29.0,42.0
2025-09-26 14:26:25,29.0,42.0
2025-09-26 14:26:35,29.0,42.0
2025-09-26 14:26:46,29.0,42.0
2025-09-26 14:26:57,29.0,42.0
2025-09-26 14:27:07,29.0,42.0
2025-09-26 14:27:18,29.0,42.0
2025-09-26 14:27:31,29.0,42.0
2025-09-26 14:27:41,29.0,42.0
2025-09-26 14:27:52,29.0,42.0
2025-09-26 14:28:05,29.0,42.0
2025-09-26 14:28:15,29.0,42.0
2025-09-26 14:28:26,29.0,42.0
2025-09-26 14:28:39,29.0,42.0
2025-09-26 14:28:49,29.0,42.0
2025-09-26 14:29:03,29.0,42.0
2025-09-26 14:29:13,29.0,42.0
2025-09-26 14:29:24,29.0,42.0
2025-09-26 14:29:34,29.0,42.0
2025-09-26 14:29:45,29.0,42.0
2025-09-26 14:29:55,29.0,42.0
2025-09-26 14:30:08,29.0,42.0
2025-09-26 14:30:19,29.0,42.0
2025-09-26 14:30:29,29.0,42.0
2025-09-26 14:30:40,29.0,42.0
2025-09-26 14:30:53,29.0,42.0
2025-09-26 14:31:06,29.0,42.0
2025-09-26 14:31:16,29.0,42.0
2025-09-26 14:31:27,29.0,43.0
2025-09-26 14:31:40,29.0,42.0
2025-09-26 14:31:51,29.0,42.0
2025-09-26 14:32:01,29.0,42.0
2025-09-26 14:32:12,29.0,42.0
2025-09-26 14:32:25,29.0,42.0
2025-09-26 14:32:35,29.0,42.0
2025-09-26 14:32:46,29.0,42.0
2025-09-26 14:32:56,29.0,42.0
2025-09-26 14:33:09,29.0,42.0
2025-09-26 14:33:20,29.0,42.0
2025-09-26 14:33:30,29.0,42.0
2025-09-26 14:33:41,29.0,42.0
2025-09-26 14:33:51,29.0,42.0
2025-09-26 14:34:02,29.0,42.0
2025-09-26 14:34:13,29.0,42.0
2025-09-26 14:34:26,29.0,42.0
